課程名稱,課程代碼,參考書1,參考書2,參考書3,參考書4,參考書5,參考書6,參考書7,參考書8,參考書9,參考書10,參考書11,參考書12,參考書13,參考書14,參考書15,參考書16,參考書17,參考書18,參考書19,參考書20,參考書21,參考書22,參考書23,參考書24,參考書25,參考書26,參考書27,參考書28,參考書29,參考書30,參考書31,參考書32,參考書33,參考書34,參考書35,參考書36,參考書37,參考書38,參考書39,參考書40,參考書41
教育議題專題,ED010A
台灣政治與民主,GQ392E,半總統制在臺灣：總統權力新視角,論民主,改變人心的民主精神:每個公民都應該知道的民主故事與智慧,民主在退潮,第三波：二十世紀末的民主化浪潮,政治學的世界,歷史之終結與最後一人
法律與現代生活,GQ393A,民法概要,刑法概要,法學緒論,認識著作權,網際網路與著作權,認識公平交易法,消費者保護法解讀,環境法總論,例解勞動基準法,智慧財產法導論
法律與現代生活,GQ393B,這輩子你一定要懂的法律常識,法學概論,契約書之擬定與範例,法律與生活,法律與生活,校園法律與生活：網路電腦著作權篇,校園法律與生活：性別平等教育篇
法律與現代生活,GQ393C,這輩子你一定要懂的法律常識,法學概論,契約書之擬定與範例,法律與生活,法律與生活,校園法律與生活：網路電腦著作權篇,校園法律與生活：性別平等教育篇
法律與現代生活,GQ393D
法律與現代生活,GQ393E
當代人權議題與挑戰,GQ394A
當代人權議題與挑戰,GQ394B
當代人權議題與挑戰,GQ394C
當代人權議題與挑戰,GQ394D,Human Rights: A Very Short Introduction,人權的理想、爭論與現實,自由與人權,大法官給個說法（1）、（2）、（3）,人權讀本：經濟、社會與文化權利篇,人權讀本,聯合國與人權保障：監督機制、條約內涵、台灣實踐,基因編輯大革命：CRISPR如何改寫基因密碼、掌控演化、影響生命的未來,〈基因科技對政治哲學的挑戰〉， 政治學的發展：新議題與新挑戰,訂製完美：基因工程時代的人性思辨,正義: 一場思辨之旅,數位時代的人權思辨：回溯歷史關鍵 ，探尋人類與未來科技發展之道,生死一線間：安樂死與死刑制度之探 討,生死自決：安樂死的全球現況,人權字典,8個你不可不知的人權議題
當代人權議題與挑戰,GQ394E
當代人權議題與挑戰,GQ394F
當代人權議題與挑戰,GQ394G
生活社會學,GQ395A,台灣的社會問題. 2005
生活社會學,GQ395B,台灣的社會問題. 2005
生活社會學,GQ395C
生活社會學,GQ395D
全球化大議題,GQ396A,全球化下的亞洲跨國企業勞工,文化多元性與全球化 Diversite culturelle et mondialisation
全球化大議題,GQ396C
全球化大議題,GQ396D
全球化大議題,GQ396E
經濟學的世界,GQ397A,經濟學: 理論解析與時論觀點
經濟學的世界,GQ397B,經濟學: 理論解析與時論觀點
經濟學的世界,GQ397C,經濟學: 理論解析與時論觀點
區域文明史,GQ456A,岩波日本史
區域文明史,GQ456B,岩波日本史
區域文明史,GQ456C,岩波日本史
區域文明史,GQ456D,岩波日本史
區域文明史,GQ456E,中美早期外交史(1784-1894),中國的糾葛：從珍珠港事變到馬歇爾使華美國在中國的努力,風雨中的彩虹：基督徒百年足跡,近代中國史事研究論集,近代中國史綱,近代中國外交史事新研,美國在中國的失敗(1941-1950),美國對中國的反應：中美關係的歷史剖析,美國與中國,美國與中國政治(1917-1928)：以南北分裂政局為中心的探討,通向珍珠港之路：美日戰爭的來臨,傳教士、教育家、大使：司徒雷登與中美關係,美國外交史－從獨立戰爭至2004年,中美關係史
區域文明史,GQ456F,風雨中的彩虹：基督徒百年足跡,近代中國史事研究論集,近代中國史綱,近代中國外交史事新研,美國在中國的失敗(1941-1950),美國對中國的反應：中美關係的歷史剖析,美國與中國,美國與中國政治(1917-1928)：以南北分裂政局為中心的探討,通向珍珠港之路：美日戰爭的來臨,傳教士、教育家、大使：司徒雷登與中美關係,美國外交史－從獨立戰爭至2004年,中美關係史,中美早期外交史(1784-1894),中國的糾葛：從珍珠港事變到馬歇爾使華美國在中國的努力
區域文明史,GQ456G,新編先秦史綱要
區域文明史,GQ456H,新編先秦史綱要
區域文明史,GQ456I
區域文明史,GQ456J
區域文明史,GQ456K
區域文明史,GQ456L
區域文明史,GQ456M
區域文明史,GQ456N
區域文明史,GQ456O
文化思想史,GQ457A
文化思想史,GQ457B
文化思想史,GQ457C
文化思想史,GQ457D,《中國文化史》,《臺灣歷史圖說》,《臺灣歷史閱覽》
文化思想史,GQ457E
文化思想史,GQ457F
文化思想史,GQ457G,唐代衣食住行,隋唐生活掠影,唐宋傳奇集,玩在唐朝,隋唐史,遊戲、競技與娛樂—中古社會生活透視
文化思想史,GQ457H,唐代衣食住行,隋唐生活掠影,唐宋傳奇集,玩在唐朝,隋唐史,遊戲、競技與娛樂—中古社會生活透視
文化思想史,GQ457I
文化思想史,GQ457J
語文與修辭,GQ801A
語文與修辭,GQ801B,城南舊事
通識教育自主學習(一),GE000A
通識教育自主學習(二),GE000C
大學生生涯探索,GE001A,恆毅力七堂課,華人生涯理論與實踐,生涯諮商與輔導,成功心理學,生涯諮商
浪漫時期音樂賞析,GE004A,音樂有魅力
藝術說桃園,GE011A,藝鄉人：桃園市美術家邀請展，2015
說桃園,GE012A,滇味到龍岡,Public Art (Now): Out of Time, Out of Place.
桃花源尋寶,GE013A
走讀桃花源,GE014A
動漫文學,GE015A
動漫文學,GE015B
布袋戲與台灣文化,GE017A,《霹靂布袋戲創新學》,《金光啟示錄》,《台灣布袋戲發展史》,《掌藝游俠:陳錫煌生命史》,《細說台灣布袋戲》
布袋戲與台灣文化,GE017B,《霹靂布袋戲創新學》,《金光啟示錄》,《台灣布袋戲發展史》,《掌藝游俠:陳錫煌生命史》,《細說台灣布袋戲》
一起來玩音樂劇,GE020A
一起來玩音樂劇展演,GE021A
世界文學與藝術歌曲,GE024A,中國藝術歌曲-百曲集,中國民歌演唱曲集,歌德詩歌 德國抒情詩及藝術歌曲譯注,法文藝術歌曲
流行音樂詞曲賞析,GE027A,我,作詞家 : 陳樂融與14位詞人的創意叛逆
英語經典小說悅讀,GE028A
義大利生活與藝術,GE037A,200世界名歌劇-5,文藝復興三傑,文藝復興繪畫
職場情緒軟功夫,GE038A
職場情緒軟功夫,GE038B
閱讀音樂,GE040A
設計人生與管理學習,GE057A
楚漢相爭之職場競爭力,GE100A
臺灣文化資產賞析,GE101A,1895～臺灣大家族救亡圖存,日治時期日台傳統文人書畫研究
臺灣文化資產賞析,GE101B
行政學與公共管理,GE103A
財務金融理論與應用,GE105A
東南亞政治與社會,GE106A
國際現勢,GE107A,《國際關係總論》
國際現勢,GE107B,國際關係
桃學趣,GE113A
桃學趣探索,GE114A
教育倫理,GE116A
教育倫理,GE116B
教育倫理,GE116B
教育倫理,GE116C
臺灣與世界,GE117A
探索亞太安全議題,GE119A
社團學習與領導,GE120A,僕人領導學,跟TED學表達，讓世界記住你：用更有說服力的方式行銷你和你的構想,好企劃這樣寫就對了！,圖解第一次辦活動就上手
國際事務,GE126A
國際事務,GE126B
國際菁英發展實務,GE130A
職場溝通軟功夫,GE131A,職場軟實力,人生基本功 : 建築師潘冀的砌磚哲學,往高處行 : 永光集團創辦人陳定川挑戰高科技之路,勇於於實 : 奧美集團董事長白崇亮的內在視界
職場溝通軟功夫,GE131B,品格簡報小冊
全球化與台灣發展,GE132A,《國際關係理論的啟蒙與反思》,《習近平與新中國》,《哈佛最熱門的國際關係課》,《圖解簡明世界局勢》
全球化與台灣發展,GE132B,《哈佛最熱門的國際關係課》,《圖解簡明世界局勢》,《國際關係理論的啟蒙與反思》,《習近平與新中國》
北極生態與地緣政治的變化,GE134A,Handbook of the Arctic
北極生態與地緣政治的變化,GE134B,Handbook of the Arctic
在地社區探究與設計思考,GE135A
人類安全與永續發展,GE136A,兩岸交流的非傳統性安全,人類安全與國際關係：概念、主題與實踐,Contemporary Security Studies,
人類安全與永續發展,GE136B,兩岸交流的非傳統性安全,人類安全與國際關係：概念、主題與實踐,Contemporary Security Studies,
聯合國永續發展目標概論,GE137A
永續發展與社會進步,GE138A,SDGs：我們想要的未來：17項永續發展目標&國際實踐範例
永續發展與能源經濟,GE139A,《能源與氣候的迷思-2兆元的政策失誤》
永續發展與能源經濟,GE139B,《能源與氣候的迷思-2兆元的政策失誤》
科學與信仰,GE224A,當科學遇到宗教,世界觀的交鋒,自伽利略之後
生命教育概論,GE226A,青紅皂白：從社會倫理到倫理社會,《用心去活：生命的十五堂必修課》,為自己出征,誰搬走了我的乳酪
生命教育概論,GE226B,《用心去活：生命的十五堂必修課》,青紅皂白：從社會倫理到倫理社會,為自己出征,誰搬走了我的乳酪
生命教育概論,GE226C,《用心去活：生命的十五堂必修課》,青紅皂白：從社會倫理到倫理社會,為自己出征,誰搬走了我的乳酪
宗教音樂賞析,GE234A,當代聖樂與崇拜,教會音樂,The Development of Western Music
宗教音樂賞析,GE234B,當代聖樂與崇拜,教會音樂,The Development of Western Music
聖經生命美學,GE245A,聖經探險 : 最完整易讀的聖經綜覽.
哲學概論,GE246A,《西洋哲學史》1~6冊
哲學概論,GE246B,一口哲學,哲學入門 : 哲學概論精簡版,哲學入門九堂課,圖解哲學 : 一？通曉.不可不知的基礎人文知識,哲學超圖解. 2, 中西72哲人x 190哲思, 600幅可愛漫畫秒懂深奧哲學, 讓靈魂更自由!,哲學叩應 : 德國人手一本的哲學課參考書,與柏拉圖、康德、亞里斯多德等大師對談,解構18大經典哲學思想,10小時速成!圖解大學四年哲學課,哲學就是對世界的提問 : 圖解影響現代社會的50位哲學家,蘇格拉底哲學特快車 : 用一天的時間, 與14位哲學家散步, 關於日常的壯闊思辨
哲學概論,GE246C
價值判斷與分析,GE248A
價值判斷與分析,GE248B
價值判斷與分析,GE248C,基督新教倫理與資本主義精神
聖經中的人際觀,GE260A,改變帶來醫治CHANGES THAT HEAL,愛之語：兩性溝通的雙贏策略,聖經,過猶不及：如何建立你的心理界線，原文名稱：BOUNDARIES,活出十誡的真自由
聖經中的人際觀,GE260B,想要好人緣 聖經都有解 : 運用兩千年的處世智慧, 破解溝通難題!,聖經教你的18個接班秘訣 = How to read the Bible as a successor,聖經中的禱告 : 奔向恩典的寶座,DISC識人溝通學 : 跟誰都能合得來的人際經營術 = Dominance、influence、steady、caution,人際關係與溝通,人際關係的藝術 : 打造真實人際關係的53堂課,人際關係與人際溝通 = Human relations,愛之語 : 兩性溝通的雙贏策略,知己知彼 : 人際風格與管理藝術,知己知彼心理學,情緒管理與人際溝通 = Emotions management and interpersonal communication,情緒管理 = Emotion Management,改變帶來醫治
哲學與生活,GE263A,哲學入門九堂課,自願被吃的豬 : 100個讓人想破頭的哲學問題,哲學入門,一把鑰匙,走進哲學,哲學淺談,想一想哲學問題,父親的最後30堂哲學課,鴨子中了大樂透 : 100個提供生命選項的哲學問題,新聞挖挖挖 : 頭條新聞背後的哲學思索,哲學家的工具箱 : 一本教你如何有效思考的技術手冊,你以為你以為的就是你以為的嗎? : 12道檢測思考？晰度的哲學闖關遊戲,正義 : 一場思辨之旅
哲學與生活,GE263B
生命倫理學,GE269A
生命倫理學,GE269B,生死的抉擇：基本倫理學與墮胎,解構死亡：死亡、自殺、安樂死與死刑得剖析,生命倫理,沒被抓到也算作弊嗎？,基本倫理學
時間的奧秘,GE274A
生命與品格典範,GE275A,總裁獅子心(嚴長壽),工作與信仰(李國鼎),用腳飛翔的女孩-2-喜歡自己,用腳飛翔的女孩-無臂單腳的奮鬥奇蹟,伽利略的女兒,居禮夫人傳,路益師的奇幻世界,電學之父法拉第的故事,僕人,戴德生與瑪麗亞
生命與品格典範,GE275B,總裁獅子心(嚴長壽),工作與信仰(李國鼎),用腳飛翔的女孩-2-喜歡自己,用腳飛翔的女孩-無臂單腳的奮鬥奇蹟,伽利略的女兒,居禮夫人傳,路益師的奇幻世界,電學之父法拉第的故事,僕人,戴德生與瑪麗亞
生命與品格典範,GE275C,工作與信仰(李國鼎),用腳飛翔的女孩-2-喜歡自己,用腳飛翔的女孩-無臂單腳的奮鬥奇蹟,伽利略的女兒,居禮夫人傳,路益師的奇幻世界,電學之父法拉第的故事,僕人,戴德生與瑪麗亞,總裁獅子心(嚴長壽)
哲學與思考,GE278A
哲學與思考,GE278B
哲學與思考,GE278C
倫理與現代生活,GE280A,自編教材
倫理與現代生活,GE280B,自編教材
宗教與倫理,GE287A
語言與邏輯,GE289A,所有教材教師自製上傳I-learning。需 要閱讀的資料也會上傳至I-learning給 同學預先準備。
語言與邏輯,GE289B,所有教材教師自製上傳I-learning。需 要閱讀的資料也會上傳至I-learning給 同學預先準備。
生命敘事倫理,GE291A,納尼亞傳奇 [電子書] : 魔法師的外甥(中英雙語),納尼亞傳奇 [錄影資料] = The chronicles of Narnia,賈思潘王子,沈默 : 反抗歷史沉默,探索神的沉默,納尼亞神學 : 路易斯的心靈與悸動
生命敘事倫理,GE291B,傾聽生命故事與敘說的療癒力 [電子資源] : 阿德勒學派心理治療,最想說的話,被自己聽見 [電子資源] : 敘事實踐的十五堂課,差異與實踐 : 當代藝術哲學研究,美的歷程,沉重的肉身(第六版) = The unbearable body,敘說探究 : 質性研究中的經驗與故事,理解敘說探究 : 以故事的雕琢與分析作為研究,敘事探究與心理治療,敘事探究 : 閱讀、分析與詮釋,詮釋的多向視域 : 中國古典美學與文學批評系論,文學詮釋新視野,四大聖哲
哲學與人生,GE293A
哲學與人生,GE293B
比較宗教,GE296A,聖與俗---宗教的本質
電影與基督信仰,GE298A,Media Analysis Techniques
電影與基督信仰,GE298B,媒介分析方法
電影與基督信仰,GE298C,媒介分析方法
思辨與實用邏輯,GE299A
思辨與實用邏輯,GE299B
思辨與實用邏輯,GE299C
思辨與實用邏輯,GE299D
哲學與現代思潮,GE300A
哲學與現代思潮,GE300B
人工智慧倫理議題,GE301A
人工智慧倫理議題,GE301B
婚姻與家庭,GE400A,性別向度與台灣社會,親密關係的轉變-現代社會的性、愛、慾,一樣的婚姻 多樣的家庭,性別關係與法律,性別做為動詞-巷仔口社會學2,父母難為：臺灣青少年教養的社會學分析,學著好好愛:愛情社會學,拚教養-全球化、親職焦慮與不平等童年
日本國情與文化,GE439A,日本型？？ -「失十,台灣經濟入門,日本文化史,日本社會
日本語言與文化,GE440A,「An introduction to language and society」 「Japanese Society」 「女日本語、男日本語」 「日本語上、下」 「文化」 「日本語個性」 水谷　修　　　　「話日本人」 「日本人？想、日本語表現」 「詳？日本」 「初級日本事情」
環境倫理,GE450A
設計倫理,GE454A
設計倫理,GE454B
設計倫理,GE454B
設計倫理,GE454B
工程與法律,GE457A,工程與法律 Construction and law
通識教育講座,GE460A,美國大學的通識教育：美國心靈的攀登,大學之理念,大學通識教育探索,大學通識教育的理念與實踐,全人教育面面觀,QQQQ的人生
法律倫理,GE477A,基本倫理學,法律倫理學
科學與倫理,GE481A,正義：一場思辨之旅，原文名稱：JUSTICE: What's the Right Thing to Do
科學與倫理,GE481B,專業倫理-科學與倫理、一般倫理
科學與倫理,GE481C,抉擇這玩意兒,錢買不到的東西 : 金錢與正義的攻防
科學與倫理,GE481C,抉擇這玩意兒,錢買不到的東西 : 金錢與正義的攻防
科學與倫理,GE481D,專業倫理:科學與倫理
科學與倫理,GE481D,專業倫理:科學與倫理
愛情關係管理,GE484A,單身愛之語
愛情關係管理,GE484B,單身愛之語
愛情關係管理,GE484C,單身愛之語
數位傳播與文化,GE486A
閱聽人分析,GE487A
工程倫理,GE488A,抉擇這玩意兒,正義：一場思辨之旅,道德哲學要義
工程倫理,GE488B
工程倫理,GE488D,工程倫理
性別平等與現代社會,GE490A,性別培力：談情與說法,性別教育大補帖(上)、(下),性/別 Gender：多元時代的性別角力,兩性關係與性別教育－理論與實務,跳脫性別框框
國際現勢與兩岸關係,GE498A
國際現勢與兩岸關係,GE498B
品格與領導,GE509A
全球文化講座,GE516A
全球文化講座,GE516A
企業倫理,GE517A
企業倫理,GE517A
企業倫理,GE517B
企業倫理,GE517B
企業倫理,GE517C
企業倫理,GE517D,道德課
企業倫理,GE517E,企業倫理:商管專業倫理和企業社會責任,道德課
企業倫理,GE517F,道德課 [電子資源] : 解決工作與生活難題的五種思考
服務學習導論,GE527A,志工台灣,為土地種一個希望－嚴長壽和公益平台的故事
原生文化與永續發展,GE528A,Sustainable development,The 2030 sustainable development ageda,SDG
憲法與政府,GE532A
民刑法與公民社會,GE533A,民法總則,刑法總則,智慧財產權之制度與實務
行政法與公共事務,GE534A,行政法總論,行政法與現代法治國家,行政法概要,行政法基本十講,行政法：基礎理論與實務,圖解行政法,行政法要義,行政罰法
社會與個人,GE587A,宗教與世界 : 韋伯選集(II),開放社會及其敵人
創意與思考,GE601A
時空簡史,GE607A,站在巨人肩上,文明的躍昇,智識的探險,物理奇才奇事:智慧巨光照亮自然奧秘
生活化學應用,GE608A
食品與健康,GE620A
環境與幸福生活,GE623A
數位編曲聲音設計,GE625A,Nuendo實戰與技巧 = Media production system,圖解作曲.配樂,專業音響X檔案,圖解編曲入門 : 掌握節拍、樂句、合奏3大要訣,單調旋律立即華麗變身,有型有款!,圖解混音入門 : 活用推桿、等化器、壓縮器3大關鍵，瞬間音壓飽滿魄力十足
數位聲音後製概論,GE626A,圖解混音入門 : 活用推桿、等化器、壓縮器3大關鍵，瞬間音壓飽滿魄力十足,Nuendo實戰與技巧 = Media production system,專業音響X檔案
進階錄音技術,GE627A,Recording Music on Location
美食的真相,GE629A,權威食品安全專家教你安心買,健康吃 : 9個基本觀念、17種食物陷阱、5大飲食原則,ㄧ次告訴你!,對抗毒物萬用術
認識星空,GE631A,自編教材
認識星空,GE631B,自編教材
綠色生活與永續環境,GE632A,Think Green 3: Global Warming,Think Green 1: Water Conservation
新世代的科學夢,GE633A
新世代的科學夢,GE633A
新世代的科學夢,GE633A
新世代的科學夢,GE633A
防災科技與生活,GE637A,生活防災
防災科技與生活,GE637B,生活防災
超級英雄的物理學,GE638A,空想科學讀本 : 超級英雄也有職業傷害,The Physics of Superheroes
生活中的預防醫學,GE639A,真原醫：21世紀最完整的預防醫學,糖尿病關鍵報告 : 糖尿病飲食.運動.生活照護.用藥全書,防癌保健靠自己,醫界9大權威 : 癌症真的能預防,健康心理養成法 : 心理疾病的預防與治療 ; 50種心靈煩惱的案例與分析
生活中的預防醫學,GE639B,真原醫：21世紀最完整的預防醫學,糖尿病關鍵報告 : 糖尿病飲食.運動.生活照護.用藥全書,防癌保健靠自己,醫界9大權威 : 癌症真的能預防,健康心理養成法 : 心理疾病的預防與治療 ; 50種心靈煩惱的案例與分析
生態工程與生活,GE644A,Ecological Engineering and Ecosystem Restoration,Treatment Wetlands
生態工程與生活,GE644B,Ecological Engineering and Ecosystem Restoration,Treatment Wetlands
自然科學應用,GE645A,How to Use Your Eyes
自然科學應用,GE645B,How to Use Your Eyes
進階創意思解,GE648A,仍然不足夠：ERP加TOC的企業電腦,史丹佛改造人生的創意課：這個世界不需要按部就班的乖乖牌!一堂價值九千美元的課,教你用設計思考破關,解,絕不是靠運氣：創造事業與人,關鍵鏈：突破專案管理的瓶頸,目標：簡單有效的常識管理,學創意,現在就該懂的事：史丹佛大學的創新X創意X創業訓練班,真希望我20歲就懂的事：史丹佛大學的創新x創意x創業震撼課程,讓天賦自由,讓創意自由,X Y點子,瘋創意 ：一個好點子,讓全世界看見你 = How to break the stereotype,讓創意變生意：3000元打造屬於自己的手創品牌,發現天賦之旅,與創意有約：如何運用創意解決問題 = Creative problem solving
中醫科學觀,GE654A,中醫概論
創意思解,GE659A,六頂思考帽（Six thinking hats）,創意工廠MIT：學習如何思考在麻省理工（The Idea Factory: Learning to Think at MIT）,真希望我20歲就懂的事：史丹佛大學的創新x創意x創業震撼課程（What I Wish I Knew When I Was 20: A Crash Course on Making Your Place in the World）,學創意，現在就該懂的事：史丹佛大學的創新X創意X創業訓練班（InGenius: A Crash Course on Creativity）,史丹佛最強「創業成真」四堂課：矽谷創業推手教你以最少資源開創最大志業（Insight Out: Get ideas out of your head and into the world）,讓創意自由（Out of our minds）,發現天賦之旅（Finding Your Element How to Discover Your Talents and Passions and Transform Your Life）,讓天賦自由（The Element How Finding Your Passion Changes Ever）,與創意有約：如何運用創意解決問題 （Creative problem solving）
生物學概論,GE678A,Campbell Biology
基因與疾病,GE682A,醫學分子檢驗
科技災害導論,GE715A,魔鬼盤據的世界 : 薩根談UFO、占星與靈異,金屬納米材料生物效應與安全應用,下一個社會的60種樣貌，譯自Sam Hill之60 Trends in 60 Minutes,三廢治理與利用,世界重大災害事件記事
科技災害導論,GE715A,魔鬼盤據的世界 : 薩根談UFO、占星與靈異,金屬納米材料生物效應與安全應用,下一個社會的60種樣貌，譯自Sam Hill之60 Trends in 60 Minutes,三廢治理與利用,世界重大災害事件記事
環境藝術,GE731A,Art Nature Dialogues: Interviews With Environmental Artists.
環境藝術,GE731B,Art Nature Dialogues: Interviews With Environmental Artists.
認識資訊科技,GE734A,Foundations of Computer Science
認識資訊科技,GE734A,Foundations of Computer Science
